title,year,description,rank,min_player,max_player,min_time,max_time,avg_rating,num_rating,std_dev_rating,weight,num_comment,num_fan,num_view,total_play,month_play,num_own,num_wish,min_age
Runebound: Second Edition,2005,Adventure and gain life experience until you can beat the Dragon!,"1,011",2,6,120,240,6.882,7917,1.53,2.68,2160,659,993536,14734,1,10428,959,12
Cockroach Poker,2004,It's a cockroach. It's a fly. Will you call the bluff or pass on a trick of your own?,"1,012",2,6,20,20,6.761,10754,1.47,1.11,2195,224,426576,48113,50,17721,1441,8
Quartermaster General,2014,Secure supply; plan strategies; and as a team win the Second World War.,"1,013",2,6,90,90,7.344,2575,1.47,2.29,675,192,487754,8614,4,2842,754,12
Ticket to Ride: London,2019,Ride a London double decker bus when low on time with this 15 minute express version.,"1,014",2,4,10,15,7.144,3395,1.12,1.32,605,84,130416,15754,22,8565,506,8
Ikusa,1986,Expand your influence and lead your armies to victory in feudal Japan!,"1,015",2,5,240,360,7.024,5057,1.38,2.95,1830,346,662901,3764,0,8593,925,12
Diamonds: Second Edition,2014,Gem collectors compete to take handfuls of precious jewels.,"1,016",2,6,20,30,6.919,5217,1.21,1.55,1173,122,227134,19615,3,7756,842,8
Clever Cubed,2020,Draft dice to mark numbers on your scoresheet; comboing bonuses to power your points.,"1,017",1,4,30,30,7.608,1816,1.08,2.5,295,60,112687,21405,89,4127,512,14
Ambush!,1983,Lead a squad through a series of WWII tactical engagements straight outta Hollywood!,"1,018",1,1,180,240,7.479,2278,1.55,3.25,1039,355,611851,2661,0,4844,968,12
Shadowrun: Crossfire,2014,Be a Runner. Fight the Megacorps!,"1,019",1,4,30,60,7.136,3561,1.69,2.82,911,512,743367,21104,3,5712,2028,13
The LOOP,2020,Legendary Agents team up to fight the Evil Dr. Faux through time.,"1,020",1,4,60,60,7.838,1615,1.18,2.74,307,218,228081,6212,78,3942,1951,12
Explorers of the North Sea,2016,Sail unexplored islands to herd animals; plunder settlements; and claim lands.,"1,021",1,4,45,60,7.306,2636,1.18,2.12,545,230,270780,8382,3,5491,1187,12
Battle Cry,1999,Take command and re-live Civil War battles in this miniatures board game.,"1,022",2,2,45,45,7.151,3495,1.37,2.1,1421,183,539833,7920,0,4362,500,10
Eight-Minute Empire: Legends,2013,Build a legendary empire that eclipses your rivals in just 8 minutes!,"1,023",2,4,16,32,6.939,4914,1.15,1.98,1071,185,297632,10523,6,7815,926,13
Tsuro,2005,Play tiles and move around the board.,"1,024",2,8,15,20,6.667,25720,1.33,1.23,5134,806,864693,120078,60,37170,3754,8
Yedo: Deluxe Master Set,2020,Help your clan in 17th century Japan by going on illegal missions.,"1,025",1,5,60,90,8.038,1288,1.37,3.26,383,190,228949,3144,9,3726,532,12
Deep Space D-6,2015,It was a trap! Roll your crew dice to survive the onslaught of an alien armada.,"1,026",1,1,30,30,7.22,3198,1.32,1.68,1054,491,533877,24071,34,6861,1373,10
Pax Renaissance: 2nd Edition,2021,Become the most influential banker and pull the strings that decide Europe's future.,"1,027",1,4,60,120,8.633,963,1.46,4.53,307,158,221141,3288,21,2742,694,12
Outfoxed!,2014,Gather clues with your detective pals to catch that crafty fox before it skips town!,"1,028",2,4,20,20,7.177,3300,1.26,1.13,901,115,239620,20488,36,6826,897,5
Golem,2021,Acquire knowledge and create powerful artefacts and Golems in 16th century Prague.,"1,029",1,4,90,120,7.681,1728,1.36,3.9,333,231,400107,4911,58,3316,2179,14
Automania,2015,Make cars to suit your customers' needs and pick the right market to sell them to!,"1,030",2,4,60,90,7.325,2376,1.07,2.73,536,108,202293,4851,0,2775,1270,12
Quarto,1991,You choose the piece your opponent plays next. 4-in-a-row of the same attribute wins!,"1,031",2,2,20,20,6.868,6721,1.36,1.93,1507,183,352383,35404,29,10701,872,8
Battles of Westeros,2010,Strategically outmaneuver your opponent with familiar Game of Thrones characters.,"1,032",2,2,60,120,7.252,2923,1.48,3.22,814,376,744916,4656,3,5311,842,12
Creature Comforts,2022,Winter is coming -- prepare your burrow so you and your family can be comfy cozy!,"1,033",1,5,45,45,7.695,1874,1.26,2.26,457,442,245693,5311,77,4554,1813,8
Massive Darkness,2017,Join the adventures of the Lightbringers in a dungeon inhabited by monsters and foes.,"1,034",1,6,120,120,7.175,4462,1.63,2.54,1142,830,1654574,10895,2,9918,1913,14
Yggdrasil,2011,Cooperate with other players to defeat the Norse gods intent on unleashing Ragnarok.,"1,035",1,6,90,90,7.042,3888,1.36,2.6,903,266,504494,9960,7,4159,1642,13
Warhammer Quest,1995,Dungeon adventures in the Warhammer World.,"1,036",1,4,120,120,7.484,2465,1.67,2.69,679,408,789302,3320,0,3243,941,12
Coconuts,2013,Launch soft; rubber coconuts into cups and use them to build your tower first!,"1,037",2,4,20,20,7.032,4107,1.3,1.04,961,88,272408,34243,17,6381,755,6
Animal Upon Animal,2005,Try not to topple the animals as they climb on top of each other!,"1,038",2,4,15,15,6.801,7815,1.18,1.04,2300,152,355733,49869,15,12342,1054,4
Honshū,2016,Lords and ladies from feudal Japan compete on who can create the greatest land.,"1,039",2,5,30,30,6.949,4762,1.11,1.94,895,245,268896,15653,3,7756,957,8
Chimera Station,2017,Genetically modify alien workers to use for building & commanding a space station.,"1,040",2,4,60,90,7.295,2507,1.26,3.16,551,107,193298,5940,3,4182,751,13
Shadow Hunters,2005,Shadows; Hunters; and Civilians deduce who's who while obtaining items and goals.,"1,041",4,8,60,60,6.82,8363,1.51,1.82,1882,311,698040,38120,2,8986,1645,10
Merlin,2017,Travel round the table; time your powers right; and transcend the roll-and-go facade!,"1,042",2,4,75,75,7.124,3307,1.4,3.11,687,165,418407,9386,9,4849,1384,14
Witness,2014,Whisper your clues to fellow agents and solve 64 unique cases.,"1,043",4,4,15,15,7.261,2570,1.39,1.51,608,93,214077,10137,0,3850,2011,13
Bullet♥︎,2021,Space heroines defend Planet Earth in falling-block battles.,"1,044",1,4,10,20,7.732,1642,1.32,2.07,383,181,200594,10769,82,2881,1091,13
Wendake,2017,Trade; trounce; trap; and tend your way to a balanced tribe.,"1,045",1,4,60,120,7.505,1990,1.25,3.61,397,131,230089,4413,3,3453,703,14
1812: The Invasion of Canada,2012,Operational level wargame well-suited for team play in the War of 1812.,"1,046",2,5,90,90,7.336,2322,1.23,2.18,760,149,338461,4708,1,2966,1031,10
Mottainai,2015,Cleverly use multi-purpose cards to create Works with special powers. Waste nothing!,"1,047",2,5,15,30,7.026,3863,1.53,3.12,1141,220,430638,21693,25,7201,1105,13
Regicide,2020,Work together as brave adventurers to defeat the corrupted monarchy.,"1,048",1,4,10,30,7.575,1930,1.24,2.09,462,240,273414,15030,314,2902,1185,10
No Retreat! The Russian Front,2011,Choose a side and lead it to victory in this epic struggle!!,"1,049",2,2,360,360,7.776,1588,1.48,3.11,592,240,552281,3237,1,3291,766,14
"Julius Caesar: Caesar, Pompey, and the Roman Civil War",2010,Bring the drama of the Roman Civil War to life in this card driven block game.,"1,050",2,2,120,120,7.788,1567,1.31,2.46,581,188,419922,3966,2,2443,976,12
Sons of Anarchy: Men of Mayhem,2014,Exploit businesses and throw down with rival gangs to earn the most cash.,"1,051",3,4,90,90,7.267,2784,1.36,2.56,698,183,342652,4482,1,5817,496,13
Unlock!: Escape Adventures – Squeek & Sausage,2017,Overcome the plot of Dr. Noside in this Escape-Room inspired card game.,"1,052",1,6,45,75,7.175,2858,1.32,2.13,524,22,64930,3550,1,4196,192,10
Legacy of Dragonholt,2017,Choose your path as you progress through a fantasy RPG style adventure.,"1,053",1,6,60,999,7.256,2795,1.67,1.22,728,340,546678,9609,16,6384,2234,14
Domaine,2003,Good fences make good neighbors. Stealing territory with more knights helps too.,"1,054",2,4,60,60,6.982,4380,1.25,2.72,1324,68,340364,6821,2,5199,1025,12
Andean Abyss,2012,Counter-insurgency in the cities and jungles of drug economy 1990s Colombia.,"1,055",1,4,360,360,7.618,1805,1.41,3.79,624,222,449643,3157,0,3511,885,12
Risk: Star Wars Edition,2015,The Empire and the Rebellion go head to head in three theaters of war...not Risk!,"1,056",2,4,30,45,7.017,4005,1.23,1.86,1096,149,336662,9343,2,9294,543,10
Haggis,2010,Climbing card-game ideal for two or three players.,"1,057",2,3,45,45,6.972,4168,1.35,2.11,1315,175,433035,18093,15,5992,821,13
Loopin' Louie,1992,Protect your poultry from Louie's aeronautic acrobatics!,"1,058",2,4,10,10,6.76,8871,1.48,1.05,2451,162,506466,90814,25,11240,875,4
The Prodigals Club,2015,Lose votes; your friends and your possessions in this game of reverse expectations!,"1,059",2,5,40,100,7.297,2411,1.2,3.24,562,77,231059,4708,6,4747,1114,14
Fortune and Glory: The Cliffhanger Game,2011,Feel like Indiana Jones on the hunt for ancient artifacts around the world.,"1,060",1,8,90,240,7.103,3733,1.66,2.88,983,647,786696,7532,4,6349,1831,12
Men at Work,2019,Carefully balance your ego with your survival in this hilarious stacking challenge!,"1,061",2,5,30,45,7.274,2572,1.23,1.1,427,81,162006,10405,14,4368,1294,8
Legend of the Five Rings: The Card Game,2017,Build two decks. Fight on battles and at Court. Take your Clan to Honor and Glory.,"1,062",2,2,45,90,7.405,2545,1.7,4.01,573,276,417362,15630,0,6024,691,14
Alma Mater,2020,Players serve as headmasters of universities seeking to establish themselves.,"1,063",2,4,90,150,7.466,2046,1.31,3.72,407,172,277662,4604,18,4286,1215,12
Mind MGMT: The Psychic Espionage “Game.”,2021,Psychic rogue agents team up to track down the Recruiter in Zanzibar.,"1,064",1,5,45,75,8.058,1286,1.33,2.84,427,304,273843,4448,23,3041,2796,13
For the People,1998,Take the role of Abraham Lincoln or Jefferson Davis during the American Civil War.,"1,065",2,2,360,360,7.782,1594,1.43,3.72,705,216,511193,2343,1,4370,662,12
Forum Trajanum,2018,Find out who's hiding in your Roman settlement and put them to work for your neighbor,"1,066",2,4,60,120,7.264,2555,1.33,3.48,523,118,291162,8208,7,4704,739,12
CuBirds,2018,Group birds into flocks and help them find their way back to their nest.,"1,067",2,5,20,20,6.964,4773,1.29,1.32,645,158,151005,50599,194,6454,757,8
Watson & Holmes,2015,Be first to help Holmes solve the crime by following clues and investigating leads.,"1,068",2,7,45,75,7.315,2460,1.37,2.16,502,104,304165,5578,6,5194,1318,12
Khôra: Rise of an Empire,2021,In Ancient Greece; develop your city-state faster and better than your opponents!,"1,069",2,4,75,75,7.519,1963,1.2,2.77,355,127,253381,5754,35,3364,1356,14
Power Grid: Factory Manager,2009,Try to maximize profit and energy efficiency in the World of Power Grid.,"1,070",2,5,60,60,6.845,5934,1.34,3.0,1323,151,435468,10318,2,7016,929,12
Caylus Magna Carta,2007,Build and use workers along an expanding road; but beware the fun crushing provost.,"1,071",2,4,45,75,6.904,4924,1.25,2.87,1621,69,375000,8876,0,6621,532,10
Vanuatu,2011,,"1,072",2,5,90,90,7.216,2663,1.44,3.31,607,112,272815,5318,0,2362,600,12
Whistle Stop,2017,Plot the best routes for your train to pick up and deliver goods cross-country.,"1,073",2,5,75,75,7.098,3269,1.24,2.78,670,156,270472,8367,4,5196,1277,13
Insider,2016,20 questions with a twist... a time limit and a sneaky insider who knows the answer!,"1,074",4,8,15,15,7.078,3355,1.28,1.11,607,100,204509,27068,51,5892,1514,9
Primordial Soup,1997,Increase your amoeba population and evolve powers to help it thrive.,"1,075",3,4,90,90,6.933,4620,1.32,2.73,1458,91,307972,6149,0,5489,895,12
Catan Card Game,1996,Build buildings with special abilities; hire helpers; and more in this 2-player game.,"1,076",2,2,60,120,6.71,13517,1.41,2.44,3299,234,540751,20560,5,23297,465,10
Level 7 [Omega Protocol],2013,Coordinate tactics with your squadmates in order to neutralize an alien threat.,"1,077",2,6,60,90,7.455,2075,1.38,3.15,630,298,486411,2650,0,4017,1953,14
Princes of the Renaissance,2003,Choose the most profitable side in a series of conflicts to further your own glory!,"1,078",3,6,180,180,7.334,2249,1.49,3.51,873,88,379564,3215,0,3245,710,12
Encore!,2016,Roll the dice and cross off rows and columns in this roll-and-write game.,"1,079",1,6,20,20,6.988,4127,1.11,1.17,706,81,176510,71034,154,7805,466,8
Steam Park,2013,Ready; set; roll! Create the best robot amusement park!,"1,080",2,4,60,60,6.854,5796,1.22,2.12,1168,173,349556,10904,1,8894,1299,10
Tawantinsuyu: The Inca Empire,2020,From the Coricancha Temple; gain fame and glory to become the next Sapa Inca.,"1,081",1,4,60,120,7.543,1862,1.39,4.07,373,168,296843,4629,8,4490,1031,14
Dead Men Tell No Tales,2015,Work together as pirates to defeat enemies and loot the burning ship.,"1,082",2,5,60,75,7.124,3369,1.27,2.51,807,269,403491,7011,7,6659,2167,13
Plague Inc.: The Board Game,2017,A board game version of the popular virus game.,"1,083",1,4,60,60,7.434,2941,1.39,2.15,720,287,262167,7335,2,5610,758,14
La Isla,2014,Deploy explorers into a wondrous island where many extinct species survive.,"1,084",2,4,30,60,6.872,5306,1.17,2.25,1213,118,325965,17083,7,8327,611,10
Claustrophobia 1643,2019,Zealots and vagabonds brave unspeakable horrors in the tunnels below New Jerusalem.,"1,085",2,2,45,90,8.048,1346,1.33,2.6,364,372,340735,3035,2,3550,1260,14
Jump Drive,2017,Race to build the best space empire of alien worlds and new technologies.,"1,086",2,4,10,30,6.998,3904,1.35,2.04,957,125,389512,39005,322,5803,1083,13
Witchstone,2021,Use your cauldron wisely to multiply actions because the more you do; the better.,"1,087",2,4,60,90,7.669,1621,1.08,2.71,279,103,158476,5227,35,2949,1203,12
On Tour,2019,Plan the best tour route for your band across the USA or Europe.,"1,088",1,8,20,20,6.999,3994,1.3,1.47,883,157,210011,20903,26,6508,1362,7
Vikings Gone Wild,2017,Generate gold and beer and attack your neigbors to obtain the gods' favors.,"1,089",2,4,45,90,7.158,3432,1.34,2.24,666,811,295337,7557,3,6020,718,10
Unsettled,2021,A cooperative survival game in the bizarre and wondrous reaches of deep space.,"1,090",2,4,60,90,8.185,1255,1.38,3.16,504,481,404255,3965,12,5107,2372,14
Set a Watch,2019,Fight to keep your party alive as darkness brings death and destruction.,"1,091",1,4,45,80,7.287,2630,1.29,2.39,605,635,346092,6127,18,6161,1256,13
Witch's Brew,2008,Collect ingredients and make valuable potions by outguessing your opponents.,"1,092",3,5,30,60,7.011,3746,1.25,1.87,1015,105,315632,10236,1,3859,846,9
Machi Koro,2012,Develop a city; complete with impressive landmarks; as the Mayor of Machi Koro.,"1,093",2,4,30,30,6.617,29799,1.36,1.53,5163,847,1337035,109200,70,47507,2963,10
Three Kingdoms Redux,2014,Overcome your foes and reunite China as a feudal lord during the Three Kingdoms era.,"1,094",3,3,135,165,7.872,1381,1.42,4.04,422,181,352822,2669,1,2376,840,14
Manoeuvre,2008,Tactical napoleonic battles with chess-size 64 spaces game board.,"1,095",2,2,60,60,7.295,2390,1.39,2.11,897,152,381056,7410,0,3124,673,12
Pathfinder Adventure Card Game: Skull & Shackles – Base Set,2014,Level up your party in this card-and-dice fantasy campaign set on the high seas.,"1,096",1,4,90,90,7.306,2538,1.54,2.92,569,293,347030,18024,3,6656,432,13
Hansa,2004,Buy & sell colorful goods in Hanseatic cities. Ship location is key; so move wisely!,"1,097",2,4,60,60,6.88,5051,1.16,2.34,1761,92,357858,11600,1,5913,628,10
Duelosaur Island,2018,Compete against your rival to build the most exciting dinosaur park in the world.,"1,098",1,2,30,45,7.125,3068,1.26,2.34,751,148,212224,7198,4,7511,684,10
Blueprints,2013,Follow the Blueprints; or your own architectural style with a mix of materials!,"1,099",2,4,30,30,6.804,6532,1.12,1.69,1259,153,280926,20736,4,8581,1116,14
The Castles of Tuscany,2020,A fast; strategic game of region building during the Italian Renaissance.,"1,100",2,4,45,60,7.292,2391,1.18,2.2,483,155,303660,9148,16,4641,1420,10
Agra,2017,Grow wealth and influence in India by leveraging the Emperor's birthday festivities.,"1,101",2,4,90,120,7.341,2235,1.44,4.35,537,157,381764,4705,1,3846,961,12
Sushi Roll,2019,Draft the most valuable collection of sushi dice as the conveyor belt rolls by.,"1,102",2,5,20,20,7.078,3226,1.12,1.24,547,109,190209,12250,7,6990,1049,8
Crisis,2016,Assume the role of business leaders to rebuild your company and create prosperity.,"1,103",1,5,45,120,7.538,1782,1.21,3.05,441,167,270963,5670,5,3038,1023,14
Kraftwagen,2015,Build; sell; and race cars at the dawn of the automotive age.,"1,104",2,4,75,75,7.241,2420,1.18,2.85,611,99,241892,6067,5,3817,555,10
Fairy Tale,2004,Fairy-themed card-drafting game with plenty of player interaction.,"1,105",2,5,30,30,6.718,8715,1.25,1.77,2732,211,641546,40078,12,12488,1405,10
Fallout,2017,Find allies; skills; and equipment as you chuck dice through the apocalypse.,"1,106",1,4,120,180,6.935,6567,1.6,2.99,1318,762,1109827,11018,7,14510,2263,14
Exit: The Game – The Sinister Mansion,2018,,"1,107",1,4,45,90,7.351,2146,1.32,2.55,360,26,63260,2718,1,4358,368,12
Fleet,2012,Acquire licenses; launch boats; and fish the great briny blue.,"1,108",2,4,30,45,6.872,4961,1.27,2.24,1407,263,472086,17647,7,6661,1023,10
Rise of Augustus,2013,Compete with other players to vie for the favor of the first Roman Emperor; Augustus.,"1,109",2,6,30,30,6.739,7942,1.23,1.64,1773,176,428025,41807,12,9892,893,8
